Song Title,Lyrics,URL,Processed_Lyrics,Lyricist,composer,year,Sentiment_BERT,Emotion,Top_TFIDF_Word
أول مرة,"أول مرة
أول مرة
أول مرة
اول مره تحب يا قلبى واول يوم اتهنى
ياما على نار الحب قالولي
ولقتها من الجنه
اول مره تحب يا قلبى واول يوم اتهني
ياما علي نار الحب قالولي
ولقتها من الجنة
اول مره اول مره
ليه بيقولو الحب أسيه ليه بيقولو شجن ودموع
اول حب يمر عليا قدلي الدنيا فرح وشموع
افرح واملي الدنيا املي
لا انا ولا انت هنعشق تانى
اول مره اول مرة
اول فرحه تمر بقلبي وانا هايم في الدنيا غريب
قولي احكي ولا اخبي ولا اوصفها لكل حبيب
افرح واملي الدنيا املي
لا انا ولا انت هنعشق تانى
اول مره اول مرة
قلبي يعيدلي كل كلامك
كلمه بكلمه يعيدها عليا
لسه شفايفي شايله سلامك
شايله اماره حبك ليا
افرح واملي الدنيا املي
لا انا ولا انت هنعشق تانى
اول مره اول مرة
أول مرة",https://lyricstranslate.com/en/elissa-awel-mara-lyrics.html,"اول
مره
اول
مره
اول
مره
اول
مره
تحب
قلبى
وول
يوم
هنى
يما
نار
لحب
قالولى
ولق
جنه
اول
مره
تحب
قلبى
وول
يوم
هنى
يما
نار
لحب
قالولى
ولق
جنه
اول
مره
اول
مره
ليه
قولو
لحب
اسه
ليه
قولو
شجن
دمع
اول
حب
يمر
علا
قدلى
دنا
فرح
شمع
فرح
ملى
دنا
ملى
انا
انت
هنعشق
تنى
اول
مره
اول
مره
اول
فرح
تمر
قلبى
ونا
هيم
فى
دنا
غرب
قولى
حكى
خبى
وصف
لكل
فرح
ملى
دنا
ملى
انا
انت
هنعشق
تنى
اول
مره
اول
مره
قلبى
عيدلى
كلم
كلم
كلم
يعد
علا
لسه
شفايفى
شيل
سلم
شيل
مره
حبك
ليا
فرح
ملى
دنا
ملى
انا
انت
هنعشق
تنى
اول
مره
اول
مره
اول
مره",اسماعيل الحبروك,منير مراد,2014,negative,joy,دنا
أيامى بيك,"أيامى بيك
أيامى بيك
أيامى بيك
وانا اقدر احب من تانى؟
دا انا من وقت للتانى بنادیك
لو انسى قلبى انا فاکر
دا فى الاول وفى الاخر انا لیك
وانا اقدر احب من تانى
دا انا من وقت للتانى بنادیك
وانت اللى مش سامع
وکل الدنیا سمعانى
لو انسا قلبى انا فاکر
دا فى الاول وفى الاخر انا لیك
وبقولها من الاخر
یاریتك تبقى علشانى
حبیت ایامى بیك
وبعشها لیك
ولا عمرى حبيت من قبلیك
طب هنسا لیه
وانا قد ایه کلمت نفسى علیك
دانا ليك
وبعشها لیك
وانا قد ایه
ولا عمرى حبيت
معاک یا حبیبى نستنى
حاجات جوایا تعبتنى
وسنین قبلك مخصماها
معاك دلوقتى صالحتنى
ملیش غیرك انت فى الدنیا
ومفیش فى حیاتى ناس تانیه
وازاى ودى بردة تیجى منى
مفکرش فى هواك ثانیه
بعید او جمبى وانا فاکراك
لو انت فین انا شایفاك
وانا لو مع مین یا حبیبى
بقلبى معاك
أيامى بيك",https://lyricstranslate.com/en/elissa-ayami-beek-lyrics.html,"يمى
بيك
يمى
بيك
يمى
بيك
ونا
قدر
احب
تنى
دا
انا
وقت
تنى
ندی
نسى
قلبى
انا
فکر
دا
فى
اول
وفى
اخر
انا
لیك
ونا
قدر
احب
تنى
دا
انا
وقت
تنى
ندی
ونت
الى
مش
سمع
وکل
دنی
عنى
انس
قلبى
انا
فکر
دا
فى
اول
وفى
اخر
انا
لیك
بقل
اخر
یری
بقى
علشانى
حبی
یمى
بیك
بعش
لیك
عمرى
حبت
قبلی
طب
هنس
لیه
ونا
ایه
کلم
فسى
علی
دنا
ليك
بعش
لیك
ونا
ایه
عمرى
حبت
عاک
یا
حبیبى
تنى
حاج
جیا
عبتنى
سنی
قبل
خصم
عاك
دلوقتى
صالحتنى
لیش
غیر
انت
فى
دنی
فیش
فى
حیتى
ناس
تنی
ازى
ودى
برد
یجى
منى
فکرش
فى
هوك
ثنی
عید
او
جمبى
ونا
فکر
انت
فین
انا
شیف
ونا
مین
یا
حبیبى
قلبى
عاك
يمى
بيك",نادر عبدالله,تامر على,2007,positive,joy,انا
إلى كل اللي بيحبوني ,"إلى كل اللي بيحبوني
إلى كل اللي بيحبوني
إلى كل اللي بيحبوني
إلى كل اللي بيحبوني
انتو وحشتوني اوي وحشتوني
قعدتكوا الحلوة
و لياليكوا الحلوة
انتو الناس الحلوة
ده في عز انتو ما فارقتوني
فقلبي كأنكوا والله
ما سبتوني ولا حتى ثانية
وأنا مع ناس تانية
ومهما بلف الدنيا
يلا يلا
نغني ونسهر
يلا نعوض عمرنا
يلا تعالوا نعيش
طب يلا يلا
نغني ونفرح
دي الثانية اللي تعدي دي والله
بتروح متجيش
يلا يلا
وحشتوني والله والله
وعايزة احضنكم والله
لا متسيبونيش
وحشتوني
وحشتوني
ياما وانا فرحانة
فرحتولي من قلبكو
وفي زعلي زعلتولي
وكلامكم ليا فادني واثرفيا
حضنكوا ده الحنية
احلى حاجة في الدنيا انتو
في القلب انتو يا غاليين سكنتوا
بتطبطوا عليا
وأنا لو يعني عليا
ايوة اديكوا عينيا
إلى كل اللي بيحبوني",https://lyricstranslate.com/en/elissa-ila-kol-elli-bihebbouni-lyrics.html,"الى
الى
حبونى
الى
الى
حبونى
الى
الى
حبونى
الى
الى
حبونى
نتو
حشتونى
اوى
حشتونى
قعد
حله
ليل
حله
نتو
ناس
حله
ده
فى
عز
نتو
فارقتونى
قلبى
كنك
وله
ونى
ثني
ونا
ناس
انه
ومه
بلف
دنا
يلا
يلا
غنى
سهر
يلا
نعض
عمر
يلا
تعل
نعش
طب
يلا
يلا
غنى
فرح
دى
ثني
الى
عدى
دى
وله
ترح
تجش
يلا
يلا
حشتونى
وله
وله
عيز
احض
وله
متسيبونيش
حشتونى
حشتونى
يما
ونا
فرح
رحتولى
قلبكو
وفى
زعلى
زعلتولى
كلم
ليا
دنى
ثرف
حضن
ده
حنه
حلى
حجه
فى
دنا
نتو
فى
قلب
نتو
غال
سكن
طبط
علا
ونا
عنى
علا
ايه
ادك
عين
الى
الى
حبونى",شادى نور,محمد يحيى,2018,negative,sadness,الى
إلي الله,"إلي الله
إلي الله
إلي الله
إلي الله وإلك الدني
عيش فيها قد ما فيك
أنا والله مقهورة عا حالي
مش زعلاني عليك
سمّيتك فرحة عيني
وخبّيتك حتى من عيني
وبغدرك بكّيتها لعيني
وخاب ظني فيك
من اليوم وبالرايح
بطّل فيها نحنا
من اليوم وبالرايح
اختلفت ملامحنا
إلك الدني اللي اخترتها
وإلي الله الأكبر منك
كل مرة بكذب عا حالي
ولا مرة حسستك شي
هالمرة ما بدها يا غالي
بطّل في حكي نحكيه
إنت هيك وما بتتغير
عيش اليوم قد ما بتقدر
ولما بكرا توعى مأخر
ما بينفع شي
إلي الله",https://lyricstranslate.com/en/elissa-%D8%A5%D9%84%D9%8A-%D8%A7%D9%84%D9%84%D9%87-lyrics.html,"الى
اله
الى
اله
الى
اله
الى
اله
ولك
دنى
عيش
فيك
انا
وله
قهر
عا
حلى
مش
زعلانى
سمت
فرح
عينى
وخب
عينى
غدر
بكت
عينى
وخب
ظنى
فيك
اليوم
وبالرايح
بطل
نحن
اليوم
وبالرايح
خلف
لمح
الك
دنى
الى
خرت
ولى
اله
كبر
منك
مره
كذب
عا
حلى
مره
حست
شى
هالمر
بده
غلى
بطل
فى
حكى
نحك
انت
هيك
تغر
عيش
اليوم
قدر
ولم
بكر
وعى
اخر
نفع
شى
الى
اله",عمر سارى,محمد بشار,2020,neutral,sadness,الى
إنت ومعي ,"إنت ومعي
إنت ومعي
إنت ومعي
مين قال إنو البكي
من الوجع بيكون؟
ومين قال إنو الدمع
بأرض الحزن مدفون؟
الـقال ماجرب بعد
تبكي فرح العيون
الـقال ماجرب بعد
حدك بيوم يكون
إنت ومعي
عم تختلط كل المشاعر سوا
بضحك وببكي
وبختنق من كتر الهوا
إنت ومعي
انا بنكشف... عم بعترف
عم بكتشف حالي أنا
إنت ومعي
مين قال إنو الوفا
مابين وصف ع اوراق؟
ومين قال إنوالغفا
بيريّح المشتاق؟
الـ قال ماجرب بعد
بس يلتقو العشاق
الـ قال ماجرب بعد
لماالقلب يشتاق
إنت ومعي
حدي الدني كلها بحالة صلا
ودمعة سعادة ومرجلة
آه عم نزلها
إنت ومعي
انا بنأسر... عم برتجل
عم بنتصر ع حالي انا
إنت ومعي
إنت ومعي",https://lyricstranslate.com/en/elissa-enta-w-maii-lyrics.html,"انت
معى
انت
معى
انت
معى
مين
قال
انو
بكى
وجع
بيك
ومن
قال
انو
دمع
برض
حزن
مدف
ـقل
اجرب
بكى
فرح
عين
ـقل
اجرب
حدك
بيم
يكون
انت
معى
عم
خلط
شعر
سوا
بضح
بكى
ختنق
كتر
هوا
انت
معى
انا
كشف
عم
عترف
عم
كتشف
حلى
انا
انت
معى
مين
قال
انو
وفا
ماب
وصف
ورق
ومن
قال
انوالغفا
يرح
شتق
الـ
قال
اجرب
لقو
عشق
الـ
قال
اجرب
مالقلب
شاق
انت
معى
حدى
دنى
كله
بحل
صلا
دمع
سعد
رجل
اه
عم
نزل
انت
معى
انا
نسر
عم
رتجل
عم
تصر
حلى
انا
انت
معى
انت
معى",عمر سارى,محمد بشار,2018,neutral,sadness,انت
ارتاح وعيش ,"ارتاح وعيش
ارتاح وعيش
ارتاح وعيش
هاتمشي ليه؟خليك
ده أنا اللي ماشي من قد إيه
بستنى اليوم ده أنا
ده أنا شايل ياما منك
وقلبي فيه اللي فيه
الله يجازيك
إديتك عمري روحي
ما طمرش فيك
ولا فارق يوم معاك
في عزة فرحة قلبي بيك
جنيت عليه
ارتاح وعيش
لكن ما تحبنيش
وعلى الله يوم ترجع وما تنسانيش
واللي ابتلاك بالحب ده ينسيك
روح خلاص
أنا مستنيني ناس
ناس داووا جرحي
م اللي ما عندوش إحساس
الله معاك يهديك
بعيد خليك
أيام كتير
صعبان عليا حالي
وبقول بخير
للي بيسألني مالي
كان همي أسعد حياتك
لو حتى أعيش حزين
لكن خلاص
م اليوم ده هاخلي بالي
أنا ليا ناس غاليين
خلوني غالي
وإن صدفة يوم قابلتك
ما تقوليش إنت مين
هاني عبد الكريم
ارتاح وعيش",https://lyricstranslate.com/en/elissa-ertah-w-eish-lyrics.html,"راح
وعش
راح
وعش
راح
وعش
هاتمشى
هخل
ده
انا
الى
اشى
ايه
تنى
اليوم
ده
انا
ده
انا
شيل
يما
منك
قلبى
الى
اله
يجز
ادت
عمرى
روحى
طمرش
فيك
فرق
يوم
عاك
فى
عزه
فرح
قلبى
بيك
جنت
راح
وعش
حبنيش
على
اله
يوم
رجع
انش
ولى
بلك
لحب
ده
ينس
روح
خلص
انا
مستنينى
ناس
ناس
دوا
جرحى
الى
عندوش
حسس
اله
عاك
يهد
بعد
خلك
ايم
كتر
صعب
علا
حلى
بقل
بخر
لى
لنى
الى
همى
سعد
حيت
اعش
حزن
خلص
اليوم
ده
هاخلى
بلى
انا
ليا
ناس
غال
خلونى
غلى
وان
صدف
يوم
قبل
قوليش
انت
مين
هنى
عبد
كرم
راح
وعش",هانى عبد الكريم,وليد سعد,2018,positive,sadness,ده
اغمرني,"اغمرني
اغمرني
اغمرني
كل اللي من قبلك خلاص
راح ومضي
متل الحلم لما فقت
فجأه انقضى
مابدي غيرك
من الدنى ابقي معه
ادعي لربي ان غاب لحظه
ان غاب لحظه
ان غاب لحظه يرجعه
حسيت حدك
كيف باغفي عالهدا
كيف الفرح طيرني
عاأبعد مدى
حسيت مابدى انا غيرك حدا
من لمستك غرق ورد
غرق ورد
غرق ورد
خدي الندي
اغمرني حبيبي لقلبك شد
نسيني الأسى
نسيني عتم الليل
عاأحفاف المسا
كل شى بلاه ماتكون بعمري
ياعمري انتسا
بتفتح الأزهار لما بتلمسك
قلبي نسي حالو
عاإيدين الهوى
صارت حياتي تضحك
ونحنا سوا
نحلم ببكره جديد
عوسع الفضا
تمشي معي
ايد بايد ايد بايد
ايد بايد
عمر الرضا
اغمرني",https://lyricstranslate.com/en/elissa-oghmorni-lyrics.html,"غمرنى
غمرنى
غمرنى
الى
قبل
خلص
مضى
متل
حلم
فقت
فجه
قضى
ابدى
غير
دنى
بقى
معه
دعى
ربى
ان
غاب
لحظ
ان
غاب
لحظ
ان
غاب
لحظ
رجع
حست
حدك
غفى
عالهد
فرح
طيرنى
عابعد
مدى
حست
ابدى
انا
غير
حدا
لمس
غرق
غرق
غرق
خدى
ندى
غمرنى
حبيبى
قلب
شد
ينى
اسى
ينى
عتم
الل
عاحفاف
مسا
شى
بله
اتك
عمرى
عمرى
نسا
فتح
زهر
لمس
قلبى
نسى
حلو
عيد
هوى
صرت
حيتى
تضح
ونح
سوا
حلم
بكر
جدد
عوسع
فضا
مشى
معى
ايد
بيد
ايد
بيد
ايد
بيد
عمر
رضا
غمرنى",سهام الشعشاع,محمد رحيم,2012,negative,sadness,قلب
افتكرت (باسمع إسمك بادمع) ,"افتكرت (باسمع إسمك بادمع)
افتكرت (باسمع إسمك بادمع)
افتكرت (باسمع إسمك بادمع)
أَفْتَكَرْتِ افْضَلْتِ أَضْحَكْ وَالدُّمُوعَ
افتكرت افضلت اضحك والدموع
أَفْتَكَرْتِ افْضَلْتِ أَضْحَكْ وَالدُّمُوعَ
افتكرت افضلت اضحك والدموع
نْزْلِتْ أَوِي وجِرِيِـتْ أَوِى
وَحَشَتْنِي إِيَّامَكْ أَوِي
مَا تْقُلِّي هُوَّ مَفِيشْ طَرِيقَة
فِيهَا أَنْسَاكْ أَوِي
ومَاقُلْشِ أَهْ أَهْ،
ومَاقُلْشِ أَهْ أَهْ،
ومَاقُلْشِ أَهْ أَاااااه
حَبِيبِي قُولْ كِدَا
ضَاعِتْ كُلِّ الْأَمَانِي
وَانَا مُشْ حَاسْتَنَّى تَانِي
وُاطْفِيلِي النَّارْ كِفَايَّة
نَارِ الْفُرْقَة بِتُوجَع
حَبِيبِي قُولْ كِدَا
عَلَشَانْ مُشْ حَقْدرْ أَسْمَع
كِلْمِةْ إِمْتَا حَتِرْجَع
وُمَفِيشْ دُمُوعَ فَي عَيْنِي
بَسْمَعَ إِسْمَكْ بَدَمَّعَ
بَسْمَع إِسْمَكْ بَدَمَّع
كُلِّ وَقْتَ انَا رُوحْ وَ ادَوَّرْ فِي الْلِي كَانْ
وُاسْتَفاَدْتَ انَا إِيهْ بِصُورَة مِنْ زَمَانْ
كل وقت انا روح و ادور في اللي كان
واستفدت انا ايه بصوره من زمان
مَنَا شُفْتَهَا لِي سِبْتَهَا
يَا رِيتْنِي شِيلْتَكْ مِنَّهَا
أَوْ كُنْتَ حَتَّى مَاشُفْشِ فِيهَا
أَحْلَى دَا إِيَّامْ عَيِشْتَهَا
ومَقُلْشِ أَهْ أَهْ،
ومَقُلْشِ أَهْ أَهْ،
ومَقُلْشِ أَهْ أَاااااه
حبيبي قول كده
ضاعت كل الاماني
وانا مش حاستنى تاني
واطفيلي النار كفاية
نار الفرقة بتوجع
حبيبي قول كده
علشان مش حقدر اسمع
كلمة امتا حترجع
ومفيش دموع في عيني
بسمع اسمك بدمّع
بسمع اسمك بدمّع
افتكرت (باسمع إسمك بادمع)",https://lyricstranslate.com/en/elissa-eftkart-basm3-esmk-bdm3-lyrics.html,"فكر
سمع
اسم
دمع
فكر
سمع
اسم
دمع
فكر
سمع
اسم
دمع
فكر
فضل
اضح
دمع
فكر
فضل
اضح
دمع
فكر
فضل
اضح
دمع
فكر
فضل
اضح
دمع
نزل
اوى
جرـ
اوى
حشتنى
يمك
اوى
قلى
فيش
طرق
ساك
اوى
اقلش
اه
اه
اقلش
اه
اه
اقلش
اه
اه
حبيبى
قول
كدا
ضعت
منى
ونا
مش
حاستنى
تنى
طفيلى
نار
كفي
نار
فرق
وجع
حبيبى
قول
كدا
علش
مش
حقدر
سمع
كلم
امت
حترجع
فيش
دمع
فى
عينى
سمع
اسم
دمع
سمع
اسم
دمع
وقت
انا
روح
ادر
فى
الى
واستفادت
انا
ايه
بصر
زمن
وقت
انا
روح
ادر
فى
الى
سفد
انا
ايه
بصر
زمن
منا
شفت
لى
سبت
ريتنى
شيل
او
كنت
اشفش
حلى
دا
ايم
عيش
قلش
اه
اه
قلش
اه
اه
قلش
اه
اه
حبيبى
قول
كده
ضعت
منى
ونا
مش
حاستنى
تنى
طفيلى
نار
كفي
نار
فرق
وجع
حبيبى
قول
كده
علش
مش
حقدر
سمع
كلم
امت
حترجع
فيش
دمع
فى
عينى
سمع
اسم
دمع
سمع
اسم
دمع
فكر
سمع
اسم
دمع",محمد جمعه,محمد رحيم,2010,positive,sadness,حبيبى
الحضن,"الحضن
الحضن
الحضن
بالحضن ياما بتبتدي حكايات
وبتنتهي حكايات
الحضن ياما حاجات بتتقال فيه
الحضن ده إحساس يساوي حياة
وقت الفرح نملاه وقت التعب والآه هنهرب فيه
بالحضن ياما أعز ناس بتغيب
بوداع في حضن حبيب
لحظة إيديه ما تسيب بتبكي عنيه
الحضن ده مين فينا يوم ينساه؟
مين سيرته مش وحشاه؟
ومناه في يوم يلقاه ويجري عليه
الحضن ده أكتر مكان بيشوف دموع الواحدة
وفي حضن بعض بنلاقي راحة منلقهاش في الوحدة
حنيت هتروح من الوحدة فين!
آه يا ريت الحضن لو دام سنين
في الحضن ده بنبان لبعض ضعاف
علشان كده بنخاف
جوّه العيون تتشاف دموعنا عليه
بنحس فيه إحساس غريب بأمان
الحضن روح إنسان
هو أحن مكان بتلجأ ليه
الحضن",https://lyricstranslate.com/en/elissa-el-hodn-lyrics.html,"حضن
حضن
حضن
حضن
يما
بدى
حكي
نهى
حكي
حضن
يما
حاج
تقل
حضن
ده
حسس
سوى
حيه
وقت
فرح
نمل
وقت
تعب
ولا
هنهرب
حضن
يما
اعز
ناس
تغب
ودع
فى
حضن
لحظ
ايد
تسب
بكى
عنه
حضن
ده
مين
فين
يوم
ينس
مين
سير
مش
وحش
ومن
فى
يوم
يلق
جرى
حضن
ده
كتر
كان
يشف
دمع
وحد
وفى
حضن
لقى
رحه
منلقهاش
فى
وحد
حنت
هتروح
وحد
فين
اه
ريت
حضن
دام
سنن
فى
حضن
ده
بنب
بعض
ضعف
علش
كده
نخف
جوه
عين
تشف
دمع
نحس
حسس
غرب
بام
حضن
روح
انس
احن
كان
تلج
ليه
حضن",سلامه على,شريف بدر,2016,negative,sadness,ده
العقد,"العقد
العقد
العقد
بالعقد ده عقدتني
و السلسلة دي حبل و انت خانقني بيه
بص الخاتم في ايد
اسمك مكتوب عليه
ده لوحده ذكرى ليوم ماكانليش حظ فيه
خذ الي ليك و انفضها
وعد الي بيقول كلمة يطلع قدها
مش بأنت جايبلي ايه
لا بأنت اديتلي ايه
و اي وحده اسالها و ده اكيد ردها
الحب دلع وونس وإني ألاقيك
مش بالهدايا وكفاية كنت أبقى ليك
طلباتي كانت بسيطة، عملت إيه؟
انا الحقيقة بصراحة خسارة فيك
وصلتني لمرحلة
ما بقتش قادرة خلاص
و مش متحملة
بستحلي عذابي فيك
ولا ذرة رحمة فيك
و ده شي طبيعي لواحدة عاشت مهملة
لو جبت لي شنط دهب
ما تكفيش عمري الي اتسرق
قصدي اتنهب
الي احنا وصلنا ليه
انت تسببت فيه
و القلب التلج البارد بيطفي اللهب
الحب دلع وونس وإني ألاقيك
مش بالهدايا وكفاية كنت أبقى ليك
طلباتي كانت بسيطة، عملت إيه؟
انا الحقيقة بصراحة خسارة فيك
العقد",https://lyricstranslate.com/en/elissa-el-okd-lyrics.html,"عقد
عقد
عقد
عقد
ده
عقدتنى
لسل
دى
حبل
انت
خانقنى
بيه
بص
ختم
فى
ايد
اسم
كتب
ده
وحد
ذكرى
ليم
ماكانليش
حظ
خذ
الى
ليك
نفض
وعد
الى
يقل
كلم
طلع
قده
مش
بنت
جايبلى
ايه
بنت
ديتلى
ايه
اى
وحد
اسل
ده
اكد
رده
لحب
دلع
ونس
ونى
اقك
مش
هدا
وكف
كنت
بقى
ليك
طلباتى
كانت
بسط
عمل
ايه
انا
حقق
صرح
خسر
فيك
صلتنى
رحل
قتش
قدر
خلص
مش
تحمل
حلى
عذبى
فيك
ذره
رحم
فيك
ده
شى
طبيعى
لحد
عشت
همل
جبت
لى
شنط
دهب
كفش
عمرى
الى
سرق
قصدى
نهب
الى
احن
وصل
ليه
انت
تسب
قلب
تلج
برد
طفى
لهب
لحب
دلع
ونس
ونى
اقك
مش
هدا
وكف
كنت
بقى
ليك
طلباتى
كانت
بسط
عمل
ايه
انا
حقق
صرح
خسر
فيك
عقد",ايمن بهجت قمر,محمد يحيى,2023,neutral,anger,ايه
انسانة بريئة,"انسانة بريئة
انسانة بريئة
انسانة بريئة
محتاجه حد يخاف عليا مش ابقي خايفه معاه
لو قولت اه الاقيه حضني بجد من جواه
وهقولك ايه وانا كل ده يا حبيبي مش لاقياك
احساسي ايه عمرك في يوم ما سالت حاسه بايه
موت احساسي اللي كنت زمان بحبك بيه
مستني ايه من حد عاش بمشاعره مجني عليه
مكانك كان في قلبي وسيبه يروح
مش لاقيه خلاص حاجه ليك جوايا اسامحك بيها
بقي صعب الاقيها
انسانة بريئة وحبت واحد قال يحميها
بايديك خليتها تكره انها حبت يوم
ولاخر لحظه قلبي انا كان مفتوح
وانا كل ما اسامحك ترجع تجرح تاني وتاني
انا مش لاقياني
وبحس اوي اني غريبه في حضنك ، مش في مكانى
والحاله اللي انا وصلالها معاك مش من يوم
هضحي ليه وايه اللي فاضل تاني اخسره ايه
فكرني حالا بينا ايه انا ممكن ابكي عليه
او حاجه فيك بعد اما اغيب انا ممكن مالقهاش
مابقتش بستناك تجيني او تقول وحشاك
مابقتش مستنيه اعيش يوم جرح تاني معاك
وبقي الكلام عنك ممل وحاجه مابطقهاش
مكانك كان في قلبي وسيبه يروح
مش لاقيه خلاص حاجه ليك جوايا اسامحك بيها
بقي صعب الاقيها
انسانة بريئة وحبت واحد قال يحميها
بايديك خليتها تكره انها حبت يوم
انسانة بريئة",https://lyricstranslate.com/en/elissa-insana-baree2a-lyrics.html,"سان
برئ
سان
برئ
سان
برئ
حتج
حد
يخف
علا
مش
بقى
خيف
عاه
قول
اه
اقه
حضنى
بجد
جوه
هقل
ايه
ونا
ده
حبيبى
مش
لقي
حسسى
ايه
عمر
فى
يوم
سلت
حسه
بيه
موت
حسسى
الى
كنت
زمن
بحب
بيه
سنى
ايه
حد
عاش
شعر
جنى
كنك
فى
قلبى
وسب
يرح
مش
لقي
خلص
حجه
ليك
جوا
سمح
بيه
بقى
صعب
اقي
سان
برئ
وحب
قال
يحم
بيد
خلت
تكر
انه
حبت
يوم
لخر
لحظ
قلبى
انا
فتح
ونا
سمح
رجع
جرح
تنى
تنى
انا
مش
قينى
بحس
اوى
انى
غرب
فى
حضن
مش
فى
كنى
حله
الى
انا
صلل
عاك
مش
يوم
هضحى
ليه
ويه
الى
فضل
تنى
خسر
ايه
كرنى
حلا
بين
ايه
انا
مكن
بكى
او
حجه
فيك
اما
اغب
انا
مكن
مالقهاش
مابقتش
بست
جينى
او
تقل
وحش
مابقتش
نيه
اعش
يوم
جرح
تنى
عاك
بقى
كلم
عنك
مل
وحج
مابطقهاش
كنك
فى
قلبى
وسب
يرح
مش
لقي
خلص
حجه
ليك
جوا
سمح
بيه
بقى
صعب
اقي
سان
برئ
وحب
قال
يحم
بيد
خلت
تكر
انه
حبت
يوم
سان
برئ",سلامه على,محمد يحيى,2014,neutral,fear,مش
